# gt	L=5	L=7	L=9	L=11	L=21	L=31	L=41	L=51	L=61	L=71	L=81	L=91	L=101	L=201	L=301	L=401	L=501	L=601	L=701	L=801	L=901
4.662900e+03	1.859380e-01	2.959427e-01	3.266126e-01	4.319830e-01	3.104049e-02	5.807407e-02	1.596786e-01	3.540502e-01	1.446729e-01	7.951698e-02	8.395293e-02	5.764706e-02	5.916219e-02	3.713829e-02	7.400290e-02	1.599922e-02	5.000723e-02	5.032014e-02	4.292528e-02	2.991480e-02	1.708962e-02
4.663450e+03	4.092619e-01	3.053783e-01	1.038392e-01	2.330867e-01	8.399184e-02	1.237658e-01	1.287377e-01	1.813975e-01	6.770245e-02	3.049019e-02	3.519550e-02	7.265319e-02	2.923177e-02	3.054274e-02	4.354976e-02	1.443385e-02	2.319698e-02	3.627398e-02	6.779355e-02	6.339517e-03	2.320979e-02
4.664000e+03	3.493029e-01	3.520778e-01	3.369480e-01	6.905375e-02	2.236821e-01	3.572902e-01	9.766336e-02	1.606023e-01	1.327654e-01	7.591816e-02	2.966576e-02	5.997998e-02	3.518674e-02	1.239374e-01	3.459850e-02	2.609682e-02	1.068926e-02	4.915341e-02	6.220006e-02	1.364275e-02	2.126369e-02
4.664550e+03	3.199159e-01	2.596166e-01	3.716169e-01	1.663255e-01	7.813634e-02	1.362599e-01	1.439612e-01	1.296159e-01	1.702106e-01	8.656294e-02	4.849421e-02	3.557422e-02	1.126243e-01	4.335704e-02	4.008993e-02	3.312125e-02	7.122420e-02	3.898258e-02	4.430675e-02	2.030867e-02	2.365062e-02
4.665100e+03	2.399189e-01	2.104175e-01	2.080273e-01	2.664377e-01	1.135471e-01	1.217255e-01	1.600889e-01	3.345995e-01	9.163595e-02	3.572983e-02	2.246633e-02	5.475296e-02	2.320966e-02	2.611994e-02	5.710634e-02	1.419835e-02	2.656646e-02	4.168255e-02	4.782723e-02	1.015894e-02	1.262953e-02
4.665650e+03	3.399642e-01	2.685092e-01	2.598563e-01	7.603446e-02	1.006794e-01	1.416571e-01	2.868014e-02	1.424776e-01	1.575617e-01	9.235994e-02	4.639064e-02	4.685587e-02	2.971130e-02	5.358165e-02	4.869376e-02	1.241938e-02	2.381888e-02	3.279199e-02	5.868769e-02	3.092993e-02	1.840958e-02
4.666200e+03	1.800135e-01	2.531056e-01	3.334189e-01	1.172689e-01	1.400368e-01	1.561634e-01	2.166710e-01	9.281606e-02	1.564935e-01	1.047150e-01	2.994245e-02	2.892254e-02	8.236249e-02	1.042989e-01	2.449130e-02	3.229182e-02	2.645968e-02	7.278547e-02	7.063755e-02	1.993872e-02	8.255244e-03
4.666750e+03	1.656587e-01	4.022863e-01	3.006149e-01	1.889198e-01	1.895510e-01	1.028752e-01	1.288040e-01	1.778695e-01	8.184825e-02	4.252840e-02	5.463521e-02	9.310269e-02	9.168244e-02	2.104600e-02	3.714656e-02	2.835953e-02	7.941094e-02	3.552093e-02	4.413567e-02	1.666635e-02	5.594089e-03
4.667300e+03	4.839978e-01	1.187713e-01	5.131791e-02	1.202412e-01	1.471779e-01	1.388008e-01	5.918754e-02	1.478047e-01	1.002111e-02	2.727844e-02	3.985132e-02	4.215104e-02	3.726209e-02	2.874065e-02	1.708389e-02	3.907821e-03	2.413818e-02	8.366382e-03	5.497840e-02	4.027616e-02	1.800166e-02
4.667850e+03	2.033561e-01	2.604725e-01	3.982733e-01	1.535644e-01	1.293877e-01	4.157096e-02	1.009568e-01	2.006304e-01	1.442662e-01	1.129489e-01	1.924302e-03	5.354132e-02	1.022664e-02	5.271745e-02	6.699554e-02	1.648985e-02	2.147793e-02	3.509055e-02	4.549429e-02	5.689253e-02	1.824708e-02
4.668400e+03	2.531962e-01	2.357400e-01	2.526166e-01	1.397907e-01	1.788486e-01	9.540262e-02	1.882381e-01	8.959050e-02	8.231835e-02	2.416089e-02	5.272246e-02	6.043558e-02	9.941680e-02	5.075275e-02	2.423257e-02	3.991350e-02	5.024025e-02	5.417056e-02	7.343204e-02	3.188531e-02	2.593098e-02
4.668950e+03	3.060957e-01	4.395694e-01	7.232453e-02	2.038070e-01	3.326879e-01	2.194728e-01	4.684045e-02	1.378946e-01	6.253012e-02	6.818856e-02	4.985998e-02	7.313157e-02	4.308725e-02	2.507055e-02	2.592003e-02	1.758012e-02	7.021994e-02	1.049127e-02	4.916987e-02	1.420775e-02	1.372667e-02
4.669500e+03	5.052002e-01	1.848407e-01	2.648585e-01	2.162397e-01	8.574516e-02	8.892271e-02	1.039586e-01	1.454571e-01	3.705859e-02	2.266048e-02	9.496401e-02	3.981769e-02	2.760703e-02	4.209489e-02	4.442064e-02	1.562730e-02	2.567100e-02	3.857840e-02	4.560899e-02	4.026683e-02	1.935149e-02
4.670050e+03	3.527139e-01	2.455947e-01	3.259652e-01	1.632272e-01	3.030140e-01	1.570280e-01	1.040585e-01	1.801944e-01	6.772554e-02	6.638996e-02	7.222461e-02	1.315505e-01	4.114985e-02	3.011849e-02	8.689992e-02	3.156430e-02	6.937531e-02	3.585377e-02	7.054837e-02	4.624935e-02	3.306424e-02
4.670600e+03	3.470325e-01	3.088162e-01	4.077524e-02	5.668198e-02	1.997687e-01	1.413939e-01	5.269573e-02	7.102678e-02	5.428714e-02	1.193746e-01	1.024941e-01	5.287781e-02	6.267597e-02	2.001463e-02	2.741636e-02	5.491850e-02	4.191321e-02	3.336136e-02	6.567306e-02	3.209253e-02	2.814896e-02
4.671150e+03	2.036294e-01	4.141199e-01	3.415299e-01	1.295045e-01	2.525244e-01	1.014652e-01	1.072952e-01	1.076211e-01	1.247716e-01	7.751513e-02	2.119816e-01	4.380707e-02	3.411517e-02	3.401200e-02	2.113345e-02	1.878766e-02	1.887223e-02	4.362605e-02	4.584732e-02	7.176541e-03	1.466569e-02
4.671700e+03	3.304319e-01	3.520700e-01	2.463309e-01	9.970855e-02	1.018867e-01	6.428334e-02	1.018341e-01	2.032192e-01	2.810212e-02	1.053066e-01	1.490162e-01	8.581861e-02	4.426493e-02	2.510482e-02	6.033802e-02	5.667717e-03	4.592610e-02	3.769387e-02	3.434301e-02	1.395618e-02	1.153000e-02
4.672250e+03	2.498440e-01	1.276221e-01	1.354243e-01	7.284254e-02	2.869093e-01	1.617916e-01	4.609083e-02	7.058561e-02	4.183533e-02	8.862628e-02	6.646114e-02	1.279319e-01	4.638738e-02	1.982993e-02	8.470423e-02	3.965250e-02	7.246174e-02	3.067236e-02	9.349914e-02	1.674646e-02	1.380769e-02
4.672800e+03	1.776334e-01	5.014325e-01	1.795867e-01	1.733692e-01	2.008987e-01	1.114054e-01	7.564530e-02	1.078092e-01	1.133125e-01	1.130333e-01	1.331238e-01	8.441568e-02	2.782319e-02	3.170570e-02	1.879940e-02	5.427931e-02	1.072121e-02	5.150431e-02	4.393335e-02	7.612142e-03	1.318336e-02
4.673350e+03	8.437660e-02	4.310283e-01	3.570940e-01	1.896952e-01	1.804766e-01	9.072716e-02	9.065573e-02	6.373001e-02	1.424355e-01	5.994094e-02	2.703839e-01	9.228263e-02	4.517988e-02	6.268406e-03	8.598935e-03	1.426933e-02	3.184284e-02	3.670828e-02	4.325668e-02	1.774072e-02	8.752230e-03
4.673900e+03	2.093714e-01	2.545425e-01	1.632244e-01	8.744075e-02	1.264621e-01	1.783041e-01	7.045606e-02	1.885175e-01	5.612621e-02	1.618717e-01	7.903727e-02	9.967087e-02	7.257217e-02	5.797547e-03	4.586817e-02	1.988418e-02	3.721819e-02	4.269450e-02	3.951851e-02	8.328729e-03	9.411188e-03
4.674450e+03	3.060863e-02	2.476282e-01	2.239560e-01	2.069085e-01	1.713856e-01	1.007445e-01	2.506296e-02	1.284671e-01	7.020755e-02	5.863596e-02	3.337981e-02	1.046268e-01	3.915761e-02	4.335224e-02	4.291365e-02	3.240364e-02	2.287629e-02	5.630421e-02	8.050466e-02	5.052345e-03	1.397864e-02
4.675000e+03	7.797688e-02	5.574674e-01	1.584692e-01	2.483348e-01	3.023643e-01	5.494277e-02	6.871793e-02	5.658936e-02	9.329218e-02	1.521018e-02	1.265188e-01	1.466892e-01	3.702143e-02	5.904772e-02	3.359889e-02	2.846592e-02	2.136959e-02	4.272704e-02	5.077154e-02	2.073289e-02	2.608630e-02
4.675550e+03	1.159726e-01	2.815050e-01	2.652533e-01	2.871110e-01	1.213380e-01	1.502293e-01	3.416309e-02	1.663853e-01	8.298514e-02	8.599306e-02	1.716988e-01	8.681578e-02	4.064824e-02	3.754560e-02	3.630901e-02	1.523421e-02	3.733528e-02	3.080321e-02	4.317244e-02	3.669430e-02	1.899118e-02
4.676100e+03	1.774706e-01	2.394524e-01	4.424782e-01	1.261305e-01	1.628859e-01	2.461648e-01	9.688853e-02	1.576556e-01	4.360460e-02	8.311781e-02	8.523244e-02	1.452361e-01	8.746849e-02	1.308049e-02	4.700743e-02	2.896323e-02	9.574500e-03	6.433249e-02	4.379016e-02	9.167988e-03	3.260929e-02
4.676650e+03	1.093411e-01	5.237532e-01	1.295014e-01	1.045503e-01	1.953098e-01	8.930582e-02	2.312695e-02	9.546329e-02	4.575663e-02	5.363750e-02	4.979662e-02	1.297238e-01	1.308979e-02	4.958588e-02	2.292808e-02	1.714388e-02	2.864941e-02	4.892404e-02	5.264628e-02	1.101901e-02	1.888895e-02
4.677200e+03	5.211230e-02	3.105291e-01	4.061353e-01	1.620219e-01	2.244759e-01	1.961378e-02	3.711876e-02	7.953796e-02	5.831323e-02	1.055466e-01	1.157058e-01	1.340166e-01	6.554659e-02	8.281703e-02	9.320955e-02	9.137376e-03	2.422166e-02	3.177705e-02	7.795495e-02	2.760751e-02	1.203866e-02
4.677750e+03	1.920114e-01	2.244188e-01	3.521924e-01	2.051542e-01	6.666134e-02	1.211413e-01	1.033180e-01	1.863339e-01	3.458807e-02	6.266863e-02	8.197391e-02	8.908654e-02	5.216305e-02	3.341507e-02	4.674647e-02	2.127089e-02	1.429761e-02	5.163150e-02	2.834496e-02	2.787025e-02	2.684776e-02
4.678300e+03	3.642949e-02	4.541337e-01	3.708157e-01	3.202286e-02	2.466698e-01	2.083590e-01	7.795652e-02	6.739734e-02	6.480401e-02	6.557922e-02	1.763434e-01	2.007492e-01	2.631463e-02	1.477551e-02	3.036504e-02	1.472025e-02	1.032014e-02	4.178810e-02	5.363977e-02	1.236694e-02	2.991497e-02
4.678850e+03	2.787258e-01	5.376628e-01	1.664707e-01	9.616369e-02	1.446282e-01	1.735715e-02	5.174300e-02	8.833307e-02	2.229876e-02	1.236635e-01	3.277354e-02	1.254879e-01	4.761839e-02	4.653559e-02	7.030950e-02	1.531744e-02	4.372171e-02	4.502919e-02	4.869283e-02	2.854744e-02	5.103672e-03
4.679400e+03	2.010879e-01	7.645686e-02	5.597340e-01	1.647320e-01	7.976506e-02	5.643731e-02	2.993315e-02	1.225562e-01	8.183607e-02	7.694272e-02	1.120549e-01	9.793292e-02	5.386331e-02	6.976335e-02	1.105516e-01	2.612711e-02	8.441697e-03	5.676685e-02	7.406787e-02	1.690673e-02	1.525869e-02
4.679950e+03	3.057486e-01	4.485537e-01	2.621313e-01	2.005657e-02	1.558101e-01	1.122081e-01	9.549954e-02	8.161403e-02	5.574696e-02	4.668227e-02	1.400440e-01	1.265502e-01	1.402440e-02	2.219713e-02	3.032358e-02	1.961357e-02	7.912816e-03	3.601620e-02	2.205049e-02	3.910279e-03	1.901765e-02
4.680500e+03	3.422931e-01	4.245168e-01	2.131696e-01	2.735996e-01	1.911855e-01	1.530699e-01	1.775463e-02	1.284992e-01	5.796998e-02	1.305320e-01	1.288687e-01	1.999098e-01	8.268346e-02	2.284872e-02	2.306267e-02	1.325188e-02	2.944374e-02	3.493178e-02	5.806679e-02	1.908543e-02	3.375093e-03
4.681050e+03	5.355933e-01	2.731070e-01	4.142191e-01	1.786098e-01	8.006122e-02	6.113310e-02	2.749740e-02	1.085298e-01	3.909985e-02	7.634536e-02	1.307974e-01	9.151473e-02	1.133235e-01	5.410815e-02	7.697559e-02	2.813851e-02	3.583869e-02	5.959432e-02	5.192432e-02	3.273437e-02	2.444186e-02
4.681600e+03	2.291495e-01	2.874058e-01	2.667472e-01	6.379348e-02	1.496455e-01	9.935514e-02	1.186263e-01	5.517024e-02	7.769130e-02	5.468364e-02	4.173837e-02	1.430122e-01	5.093696e-02	5.112507e-02	6.241207e-02	2.279974e-02	7.888944e-03	3.594273e-02	4.697965e-02	5.428547e-03	1.805436e-02
4.682150e+03	2.191972e-01	3.292852e-01	4.081220e-01	1.858507e-01	8.248005e-02	1.246772e-01	8.348894e-02	8.691791e-02	3.115401e-02	1.361964e-01	2.057381e-01	1.358940e-01	5.296921e-02	7.638505e-02	6.010276e-02	5.826124e-03	5.561311e-03	3.641256e-02	4.340163e-02	1.884062e-02	9.981518e-04
4.682700e+03	4.491190e-01	3.549556e-01	4.365762e-01	3.995175e-01	1.388014e-01	8.550287e-02	6.442771e-02	1.094024e-01	1.474947e-02	7.245490e-02	1.202662e-01	1.612320e-01	1.286617e-01	1.082440e-02	3.433997e-02	2.977627e-02	4.539437e-02	5.175673e-02	4.402781e-02	2.046484e-02	2.726368e-02
4.683250e+03	5.446084e-01	2.681756e-01	3.883707e-01	1.290749e-01	1.399517e-01	8.207743e-02	1.027412e-01	6.455545e-02	6.267408e-02	8.105265e-02	1.711183e-01	6.556523e-02	1.284265e-01	6.994655e-02	6.131292e-02	2.933816e-02	1.169346e-02	2.591672e-02	5.338011e-02	2.680197e-02	2.651012e-02
4.683800e+03	9.748315e-02	3.569352e-01	2.676899e-01	2.221799e-01	6.419433e-02	1.940912e-01	2.127438e-01	1.020350e-01	3.668562e-02	1.103838e-01	8.869081e-02	1.751356e-01	1.294774e-01	5.592375e-02	4.967109e-02	4.107609e-03	1.370285e-02	2.457824e-02	4.061468e-02	1.345816e-02	2.427129e-03
4.684350e+03	3.995701e-02	8.510056e-02	6.576656e-01	2.768778e-01	2.108540e-01	8.455677e-02	7.178656e-02	9.017870e-02	5.743029e-02	1.205643e-01	2.438413e-01	1.305481e-01	8.140206e-02	9.228981e-02	8.598365e-02	1.647894e-02	2.059039e-02	6.850266e-02	5.019733e-02	2.678059e-02	1.880368e-02
4.684900e+03	3.202415e-01	4.889311e-01	3.944282e-01	2.804223e-01	1.661643e-01	1.048829e-01	6.001049e-02	5.967108e-02	5.458657e-02	3.563481e-02	1.633290e-01	1.197153e-01	7.025016e-02	3.504275e-02	4.776566e-03	2.412828e-02	3.391571e-02	3.429460e-02	3.076290e-02	1.742543e-02	1.973110e-02
4.685450e+03	2.697694e-01	3.468785e-01	1.477920e-01	5.820470e-02	7.550684e-02	1.300426e-01	1.492815e-01	1.175975e-01	1.005754e-01	1.634133e-01	9.689399e-02	7.103356e-02	7.574781e-02	6.219003e-02	7.309839e-02	6.103642e-03	3.268611e-02	4.888286e-02	5.311396e-02	1.456730e-02	2.846311e-03
4.686000e+03	2.182642e-01	2.792131e-01	5.249690e-01	4.261262e-01	8.468582e-02	1.937668e-01	1.982786e-01	9.166519e-02	1.005783e-01	8.917676e-02	1.675634e-01	1.539611e-01	1.076214e-01	8.782931e-02	7.313188e-02	1.440000e-02	1.777667e-02	4.735968e-02	5.131018e-02	2.122376e-02	1.503351e-02
4.686550e+03	1.850695e-01	3.489801e-01	5.260692e-01	2.725420e-01	3.253781e-01	3.315535e-02	2.852282e-02	6.881417e-02	1.233646e-01	4.619078e-02	1.651467e-01	1.323930e-01	2.944882e-02	8.390627e-02	5.789079e-02	3.150598e-02	4.142476e-02	5.225131e-02	3.924646e-02	2.555654e-02	1.930920e-02
4.687100e+03	1.969166e-01	4.835166e-01	2.991460e-01	1.345380e-01	9.186633e-02	1.626585e-01	3.014811e-02	2.003995e-01	7.111181e-02	9.400210e-02	1.701291e-01	8.058241e-02	1.065909e-02	6.755190e-02	4.191295e-02	2.092165e-02	2.973880e-02	4.367638e-02	3.743718e-02	7.409690e-03	5.587670e-03
4.687650e+03	1.810627e-01	3.008070e-01	1.280968e-01	1.710770e-01	7.676285e-02	1.262141e-01	1.281993e-01	1.234310e-01	7.204568e-02	1.204970e-01	5.118453e-02	8.681326e-02	3.295413e-02	3.666109e-02	7.310159e-02	3.574298e-02	4.932427e-02	8.257815e-02	4.386016e-02	2.802366e-03	1.695527e-02
4.688200e+03	3.454464e-01	1.519126e-01	4.540675e-01	4.413304e-01	1.582934e-01	9.871277e-02	9.118886e-02	4.068396e-02	8.641142e-02	6.012176e-02	1.386392e-01	8.756468e-02	1.368080e-02	1.250002e-01	5.658633e-02	2.696414e-02	2.060167e-02	3.804322e-02	5.343031e-02	1.831411e-02	1.051240e-02
4.688750e+03	2.574615e-01	4.009060e-01	2.323140e-01	1.637950e-01	2.640733e-01	1.246701e-01	1.034139e-01	9.827660e-02	1.125896e-01	9.803985e-02	8.776656e-02	1.387548e-01	5.519410e-02	6.916378e-02	1.851368e-02	2.328678e-02	6.816883e-02	1.210055e-02	3.690094e-02	1.572882e-02	3.604324e-03
4.689300e+03	1.980433e-01	3.032999e-01	3.725084e-01	2.100461e-01	4.030849e-02	6.918842e-02	1.967631e-02	1.672863e-01	6.711348e-02	9.593371e-02	1.766607e-01	5.303442e-02	3.056374e-02	7.447975e-02	5.010383e-02	3.983987e-02	3.328257e-02	3.614865e-02	4.433180e-02	8.249578e-03	8.234121e-03
4.689850e+03	2.605256e-01	2.744715e-01	8.427573e-02	2.148911e-01	1.121530e-01	1.706161e-01	8.532875e-02	7.635021e-02	1.350770e-02	2.788158e-02	8.840867e-02	6.909614e-02	9.770387e-03	4.624658e-02	3.664707e-02	6.393866e-02	1.582418e-02	4.413861e-02	3.270741e-02	6.517425e-03	9.048097e-03
4.690400e+03	2.485106e-01	5.258126e-02	3.139939e-01	3.829213e-01	1.820026e-01	1.162051e-01	7.123409e-02	1.147269e-01	5.814521e-02	9.529366e-02	5.380375e-02	5.390831e-02	5.511236e-02	1.219478e-01	4.513586e-02	4.185137e-02	3.857936e-02	1.042882e-02	4.633013e-02	6.506696e-03	5.055549e-03
4.690950e+03	5.361705e-01	3.430739e-01	2.930175e-01	2.162849e-01	1.539953e-01	1.299369e-01	1.395255e-01	7.926618e-02	6.805884e-02	1.219074e-01	1.878508e-01	1.385979e-01	6.394335e-02	7.646746e-02	1.413540e-02	1.753274e-02	5.846784e-02	8.601719e-03	5.817580e-02	6.905699e-03	7.017651e-03
4.691500e+03	2.270917e-01	1.781127e-01	3.273092e-01	2.352134e-01	9.820461e-02	1.011936e-01	3.480105e-02	1.498333e-02	1.210900e-02	7.733541e-02	1.259539e-01	3.334293e-02	1.009384e-02	6.720578e-02	4.206666e-02	3.453097e-02	1.506091e-02	1.405999e-02	4.174093e-02	8.291715e-03	9.522636e-03
4.692050e+03	3.123304e-01	1.411924e-01	7.360503e-02	2.469877e-01	1.423336e-01	2.132499e-01	5.106500e-02	9.124114e-02	5.157306e-02	9.743983e-02	6.825037e-02	3.175810e-02	1.882052e-02	6.077065e-02	2.817369e-02	5.106146e-02	4.579215e-02	2.006262e-02	3.168554e-02	3.873049e-03	2.022122e-02
4.692600e+03	3.635930e-01	9.768591e-02	2.599333e-01	3.335882e-01	1.609229e-01	1.249387e-01	1.252069e-01	9.490994e-02	1.445409e-01	9.925940e-02	4.982190e-02	8.494577e-02	4.442960e-02	8.661406e-02	2.466588e-02	3.899639e-02	4.447298e-02	2.926635e-02	3.836767e-02	3.049210e-03	1.212237e-02
4.693150e+03	7.247873e-01	2.035705e-01	2.600330e-01	3.142378e-01	9.655890e-02	5.587289e-02	1.151370e-01	7.464723e-02	1.175309e-01	1.100528e-01	1.745494e-01	1.030000e-01	1.266476e-02	1.006196e-01	1.499918e-02	1.943956e-02	1.608277e-02	4.465026e-02	7.442413e-02	7.945815e-03	5.798477e-03
4.693700e+03	1.236945e-01	7.366276e-02	1.576001e-01	2.535039e-01	1.333982e-01	1.878002e-01	7.145132e-02	1.375206e-01	1.073855e-01	6.710572e-02	4.968343e-02	2.549611e-02	6.307009e-02	5.050323e-02	4.739365e-02	1.060994e-02	3.215754e-02	3.095179e-02	2.878759e-02	5.757429e-03	1.519044e-02
4.694250e+03	5.652869e-01	9.605473e-02	1.320049e-01	2.922008e-01	2.125995e-01	1.240052e-01	3.789368e-02	9.020554e-02	1.052752e-01	1.153730e-01	5.696762e-02	2.665425e-02	1.469570e-02	6.478366e-02	1.426041e-02	1.546657e-02	7.401270e-02	3.434637e-02	3.773874e-02	1.952812e-02	2.357496e-02
4.694800e+03	4.713393e-01	1.742983e-01	1.997331e-01	2.668797e-01	4.612985e-02	1.144546e-01	1.385816e-01	8.297162e-02	1.403812e-01	7.249699e-02	6.388153e-02	6.355222e-02	5.754426e-02	6.011113e-02	2.187659e-02	1.331591e-02	2.479063e-02	2.975850e-02	3.843000e-02	1.063743e-02	6.346308e-03
4.695350e+03	5.004617e-01	6.926531e-02	1.393619e-01	3.492209e-01	2.504321e-01	1.985132e-02	8.110259e-02	1.078829e-01	8.794315e-02	9.690264e-02	6.793442e-02	2.934061e-02	6.160297e-02	9.036921e-02	3.048638e-02	1.395047e-02	3.852032e-02	6.368447e-02	6.733508e-02	2.208044e-02	9.985014e-03
4.695900e+03	2.341123e-01	1.549123e-01	1.083514e-01	3.535058e-01	1.931004e-01	1.607316e-01	6.184168e-02	1.933789e-01	1.664857e-01	5.232213e-02	8.345041e-02	7.756505e-02	6.477837e-02	4.854939e-02	2.058122e-02	1.840385e-02	3.345987e-02	2.038205e-02	3.227531e-02	1.609475e-02	1.583382e-02
4.696450e+03	6.225139e-01	1.386484e-01	1.914633e-01	2.752508e-01	1.775860e-01	7.604233e-02	1.054230e-01	9.231898e-02	1.254572e-01	8.532615e-02	5.019298e-02	6.376617e-02	6.332167e-02	5.652196e-02	2.691469e-02	3.495778e-03	7.332406e-02	1.951706e-02	3.787424e-02	2.699185e-02	1.092735e-02
4.697000e+03	3.559023e-01	8.534820e-02	1.681047e-01	2.728629e-01	1.038524e-01	7.619433e-02	9.157834e-02	1.351158e-01	5.666143e-02	4.868761e-02	4.110004e-02	1.895152e-02	1.120450e-01	4.907160e-02	4.506353e-02	1.473256e-02	3.720627e-03	3.055262e-02	4.046192e-02	2.534251e-02	1.707743e-02
4.697550e+03	2.701804e-01	1.846941e-01	9.095270e-02	3.273986e-01	3.682889e-01	6.606120e-02	6.876847e-02	1.429640e-01	5.589439e-02	8.531472e-02	5.616137e-02	4.129598e-02	4.686673e-02	5.980719e-02	8.656599e-03	4.437106e-02	3.857214e-02	4.133187e-02	4.688817e-02	3.662796e-02	3.237143e-03
4.698100e+03	4.527806e-01	1.096966e-01	1.999663e-01	4.511498e-01	1.658049e-01	9.350942e-02	9.295819e-02	1.697518e-01	1.405686e-01	1.102996e-02	7.310343e-02	1.440111e-01	1.377011e-02	5.349928e-02	2.686727e-02	3.206269e-02	5.170583e-02	3.732645e-02	5.828159e-02	1.912428e-02	2.611706e-02
4.698650e+03	3.475491e-01	4.299178e-02	2.704981e-01	2.197636e-01	5.490101e-02	1.050568e-01	1.918587e-01	1.317159e-01	6.199892e-02	5.296751e-02	4.373984e-02	9.032064e-02	8.157896e-02	3.373563e-02	3.997502e-02	2.298208e-02	6.692729e-02	3.109925e-02	2.233707e-02	2.049594e-02	1.579806e-02
4.699200e+03	4.065634e-01	2.136089e-01	1.792457e-01	3.317905e-01	1.867740e-01	7.645002e-02	4.619722e-02	1.676093e-01	7.197641e-02	3.934460e-02	6.623611e-03	8.736348e-03	1.128104e-01	4.581505e-02	1.638727e-02	2.515529e-02	8.863845e-03	3.287149e-02	5.293561e-02	3.755520e-02	2.180891e-02
4.699750e+03	4.711481e-01	1.102978e-01	6.959095e-02	3.028296e-01	2.647621e-01	8.799253e-02	1.483218e-01	1.724602e-01	1.303025e-01	7.647411e-02	1.007906e-01	6.494612e-02	3.666383e-02	3.459033e-02	3.151993e-02	3.845699e-02	3.644304e-02	2.808428e-02	4.364779e-02	3.933621e-02	1.669712e-02
4.700300e+03	4.060842e-01	2.154167e-01	2.872907e-01	4.609643e-01	5.269513e-02	5.221606e-02	1.508799e-01	1.318086e-01	7.073635e-02	5.867240e-02	2.698773e-02	1.489062e-01	9.222546e-02	2.973598e-02	3.512469e-02	2.207708e-02	6.297311e-02	5.579762e-02	5.990555e-02	1.196047e-02	2.748329e-02
4.700850e+03	2.488211e-01	2.085368e-01	3.099462e-01	2.148492e-01	1.954395e-01	7.834126e-02	1.935621e-01	1.652097e-01	8.953402e-02	5.452393e-02	1.874467e-02	4.592370e-02	6.641812e-02	3.444797e-02	3.863230e-02	4.080052e-02	2.991470e-02	4.485477e-02	4.606027e-03	5.384607e-03	2.177536e-02
4.701400e+03	4.115597e-01	3.034008e-01	1.320177e-01	3.315581e-01	2.432500e-01	1.854227e-01	1.161844e-01	1.465836e-01	1.149714e-01	5.660318e-02	5.151047e-02	3.490870e-02	6.924407e-02	3.438367e-02	4.273049e-02	2.179659e-02	3.160015e-02	3.399394e-02	6.426320e-02	3.708205e-02	1.565566e-02
4.701950e+03	5.582245e-01	3.363819e-01	2.311080e-01	3.422649e-01	2.964937e-02	6.273777e-02	1.781975e-01	1.880323e-01	1.016058e-01	8.405013e-02	6.290044e-02	5.716443e-02	4.346226e-02	1.374108e-02	3.580486e-02	9.076701e-03	4.440542e-02	3.766588e-02	3.946406e-02	2.582732e-02	1.864804e-02
4.702500e+03	2.856263e-01	5.263052e-01	3.191963e-01	3.356932e-01	2.379097e-01	1.437592e-01	1.382630e-01	1.697956e-01	8.011359e-02	1.074854e-01	4.754630e-02	7.016473e-02	1.091050e-01	1.885056e-02	2.872532e-02	1.686781e-02	2.045831e-02	4.034655e-02	3.217834e-02	4.039678e-03	1.012548e-02
4.703050e+03	2.921097e-01	1.811664e-01	2.211102e-01	3.401053e-01	2.349127e-01	1.088297e-01	8.821346e-02	1.476045e-01	1.470616e-01	4.308126e-02	4.764364e-02	6.909377e-02	4.910621e-02	4.895414e-02	6.339127e-02	3.305875e-02	4.054777e-02	7.775123e-02	2.734350e-02	1.820855e-02	3.287173e-02
4.703600e+03	2.125742e-01	1.343356e-01	1.657596e-01	2.067050e-01	1.715382e-01	1.724984e-01	1.108678e-01	1.134998e-01	9.168651e-02	9.424139e-02	4.997832e-02	6.112913e-02	6.881023e-02	6.214734e-02	5.032078e-02	7.715063e-03	3.797898e-02	2.686741e-02	4.477296e-02	2.035314e-02	1.040448e-02
4.704150e+03	6.944075e-01	4.538538e-01	4.719720e-01	3.875531e-01	1.589873e-01	7.280855e-02	5.583051e-02	2.072281e-01	7.714751e-02	9.732190e-02	5.593274e-02	3.117995e-02	4.563434e-02	3.999403e-02	2.122788e-02	1.906597e-02	2.261846e-02	4.877381e-02	3.189702e-02	2.543249e-03	1.123521e-02
4.704700e+03	2.083426e-01	4.719169e-01	2.167037e-01	2.767167e-01	2.829878e-01	1.200789e-01	1.506322e-01	1.652656e-01	1.474676e-01	1.077991e-01	7.279824e-02	4.734580e-02	1.040469e-01	4.484075e-02	7.223096e-02	1.193406e-02	4.632737e-02	4.978451e-02	2.575606e-02	1.577799e-02	1.934516e-02
4.705250e+03	2.537714e-01	7.831353e-02	1.620832e-01	4.643368e-01	1.814157e-01	1.515193e-01	5.475489e-02	1.090385e-01	1.161790e-01	1.767977e-02	7.507667e-02	1.616922e-01	9.187857e-02	5.218586e-02	5.583004e-02	2.911816e-02	9.109676e-02	8.211923e-02	2.892682e-02	2.466043e-02	3.265799e-02
4.705800e+03	3.932094e-01	6.232070e-02	3.279086e-01	6.904258e-02	1.137553e-01	8.008872e-02	7.707834e-02	1.484311e-01	7.532670e-02	1.205504e-01	1.260996e-02	7.307381e-02	6.749654e-02	6.064142e-02	3.386364e-02	2.025669e-02	4.590647e-02	3.414054e-03	8.005398e-03	8.953529e-03	1.530607e-03
